ride_id,driver_id,city,fare,trip_distance,ride_date
214,102,Bangalore,137,25.37,2024-03-12
215,102,Delhi,201,6.18,2024-02-16
216,101,Bangalore,82,4.88,2024-01-12
217,102,Delhi,505,5.74,2024-01-28
218,101,Delhi,460,22.2,2024-01-24
219,104,Chennai,471,5.14,2024-01-26
220,105,Chennai,412,37.23,2024-01-22
221,105,Mumbai,581,19.73,2024-02-02
222,101,Bangalore,514,20.79,2024-01-05
223,105,Delhi,301,7.6,2024-03-06
224,102,Mumbai,521,30.94,2024-01-21
225,101,Bangalore,126,32.42,2024-03-13
226,105,Delhi,173,35.72,2024-03-23
227,101,Hyderabad,499,44.3,2024-02-07
228,103,Chennai,81,41.54,2024-03-01
229,102,Delhi,125,39.67,2024-01-21
230,104,Hyderabad,402,18.14,2024-01-14
231,103,Chennai,139,31.34,2024-01-19
232,101,Mumbai,589,29.12,2024-03-22
233,101,Chennai,410,23.83,2024-03-06
234,105,Hyderabad,88,14.01,2024-01-23
235,102,Mumbai,447,27.36,2024-02-08
236,105,Bangalore,320,37.7,2024-03-30
237,103,Hyderabad,362,19.16,2024-01-31
238,103,Mumbai,369,9.22,2024-01-06
239,101,Hyderabad,130,23.02,2024-03-25
240,102,Chennai,295,29.74,2024-01-23
241,105,Delhi,398,28.79,2024-02-19
242,103,Hyderabad,367,22.06,2024-02-21
243,105,Bangalore,98,3.69,2024-02-22
244,104,Bangalore,274,4.83,2024-01-30
245,101,Mumbai,233,26.2,2024-02-01
246,103,Mumbai,383,9.64,2024-01-04
247,105,Chennai,334,27.72,2024-03-18
248,105,Chennai,282,14.51,2024-01-10
249,105,Mumbai,522,5.0,2024-01-26
250,103,Delhi,120,43.97,2024-03-09
251,102,Delhi,297,3.98,2024-01-02
252,101,Delhi,265,29.89,2024-02-29
253,105,Bangalore,279,6.21,2024-01-04
254,102,Chennai,190,35.07,2024-03-05
255,102,Hyderabad,379,18.49,2024-03-19
256,101,Mumbai,278,13.45,2024-01-02
257,104,Chennai,225,35.78,2024-03-12
258,103,Chennai,272,20.28,2024-02-04
259,104,Mumbai,474,44.4,2024-02-06
260,103,Bangalore,285,13.4,2024-01-08
261,101,Hyderabad,459,35.64,2024-03-17
262,104,Delhi,538,38.77,2024-01-20
263,101,Bangalore,590,23.54,2024-02-02
264,104,Hyderabad,296,7.12,2024-02-27
265,102,Hyderabad,151,34.53,2024-02-25
266,104,Chennai,275,17.79,2024-03-04
267,105,Delhi,233,8.64,2024-02-20
268,104,Bangalore,340,41.25,2024-03-19
269,103,Hyderabad,125,20.15,2024-03-25
270,103,Hyderabad,424,21.43,2024-01-29
271,104,Delhi,145,39.43,2024-01-04
272,102,Mumbai,337,33.05,2024-03-19
273,102,Hyderabad,375,41.85,2024-01-06
274,105,Hyderabad,230,34.03,2024-03-02
275,102,Mumbai,237,2.99,2024-02-24
276,103,Chennai,360,25.74,2024-01-16
277,104,Mumbai,579,10.96,2024-02-16
278,104,Bangalore,461,5.55,2024-03-24
279,104,Bangalore,454,37.25,2024-03-23
280,105,Mumbai,589,14.29,2024-02-16
281,101,Hyderabad,492,27.58,2024-03-03
282,105,Bangalore,197,20.48,2024-03-08
283,104,Hyderabad,573,24.55,2024-01-13
284,101,Mumbai,151,1.89,2024-03-20
285,103,Chennai,165,18.97,2024-01-22
286,101,Delhi,138,44.75,2024-01-10
287,104,Mumbai,219,44.16,2024-01-27
288,104,Chennai,452,38.05,2024-03-26
289,102,Delhi,325,3.6,2024-03-28
290,101,Delhi,496,26.83,2024-02-03
291,103,Bangalore,445,39.42,2024-01-20
292,101,Hyderabad,495,36.83,2024-02-18
293,102,Delhi,510,33.33,2024-03-29
294,101,Hyderabad,251,37.32,2024-02-02
295,101,Delhi,287,7.56,2024-02-05
296,104,Chennai,353,2.12,2024-03-20
297,103,Chennai,387,14.16,2024-01-13
298,104,Bangalore,433,25.06,2024-03-01
299,101,Bangalore,194,3.66,2024-01-02
300,101,Delhi,102,33.51,2024-01-31
301,105,Hyderabad,547,32.61,2024-01-07
302,105,Hyderabad,195,40.73,2024-01-04
303,102,Bangalore,474,32.63,2024-02-06
304,105,Bangalore,224,25.0,2024-02-18
305,104,Mumbai,254,26.61,2024-02-29
306,102,Hyderabad,469,37.92,2024-03-03
307,105,Hyderabad,349,33.98,2024-03-30
308,103,Bangalore,113,12.1,2024-02-01
309,105,Mumbai,547,3.08,2024-02-04
310,102,Hyderabad,185,42.58,2024-03-09
311,105,Delhi,400,37.83,2024-01-22
312,104,Bangalore,500,18.76,2024-02-20
313,102,Hyderabad,491,9.69,2024-02-02
314,101,Mumbai,99,37.6,2024-03-23
315,102,Bangalore,118,23.1,2024-03-16
316,101,Hyderabad,588,33.98,2024-02-04
317,103,Bangalore,476,27.75,2024-02-22
318,101,Hyderabad,412,3.89,2024-01-03
319,101,Delhi,538,2.43,2024-03-28
320,102,Mumbai,485,25.74,2024-03-20
321,101,Delhi,445,30.07,2024-03-23
322,101,Mumbai,479,16.58,2024-02-22
323,101,Hyderabad,587,44.19,2024-02-27
324,103,Delhi,289,19.15,2024-03-08
325,101,Chennai,377,33.93,2024-02-01
326,102,Hyderabad,504,35.21,2024-03-04
327,102,Delhi,97,21.76,2024-02-18
328,101,Mumbai,221,31.72,2024-01-14
329,105,Mumbai,588,12.2,2024-01-27
330,104,Chennai,179,16.01,2024-02-25
331,103,Mumbai,214,15.35,2024-02-25
332,102,Delhi,497,43.25,2024-03-06
333,101,Chennai,245,3.7,2024-03-11
334,101,Mumbai,307,31.22,2024-01-28
335,102,Chennai,91,13.86,2024-01-13
336,105,Mumbai,239,43.87,2024-01-31
337,104,Mumbai,567,29.62,2024-01-08
338,104,Bangalore,162,13.25,2024-02-09
339,101,Mumbai,319,9.67,2024-01-05
340,105,Hyderabad,131,17.25,2024-02-21
341,105,Chennai,160,34.44,2024-02-20
342,101,Delhi,161,9.46,2024-03-29
343,105,Bangalore,334,29.12,2024-03-11
344,101,Chennai,553,41.18,2024-01-02
345,104,Mumbai,226,14.46,2024-01-12
346,105,Chennai,234,13.66,2024-02-12
347,104,Delhi,550,8.36,2024-02-08
348,102,Chennai,218,38.76,2024-03-16
349,105,Bangalore,529,1.65,2024-03-09
350,103,Hyderabad,457,24.97,2024-02-09
351,101,Bangalore,200,9.06,2024-02-07
352,104,Delhi,117,6.27,2024-03-26
353,103,Mumbai,322,24.68,2024-03-23
354,101,Hyderabad,380,11.88,2024-02-20
355,103,Mumbai,425,5.09,2024-01-27
356,101,Bangalore,260,29.92,2024-02-14
357,105,Delhi,216,19.84,2024-02-29
358,103,Bangalore,135,14.12,2024-01-16
359,104,Hyderabad,589,8.61,2024-02-24
360,101,Hyderabad,256,43.35,2024-02-22
361,105,Delhi,397,22.85,2024-03-10
362,103,Mumbai,252,37.1,2024-03-04
363,104,Hyderabad,153,26.94,2024-03-13
364,104,Chennai,236,10.41,2024-01-11
365,101,Bangalore,514,30.28,2024-02-28
366,105,Chennai,372,34.55,2024-02-13
367,105,Hyderabad,560,2.65,2024-03-13
368,104,Chennai,256,18.97,2024-01-05
369,104,Hyderabad,541,31.47,2024-01-05
370,105,Hyderabad,401,40.21,2024-01-30
371,104,Mumbai,427,25.36,2024-02-05
372,105,Hyderabad,363,18.91,2024-02-17
373,102,Delhi,433,42.36,2024-01-15
374,102,Mumbai,175,27.39,2024-02-29
375,105,Mumbai,437,15.04,2024-03-24
376,105,Mumbai,186,34.46,2024-02-06
377,104,Bangalore,370,17.42,2024-02-28
378,104,Mumbai,96,31.06,2024-01-15
379,103,Mumbai,559,36.59,2024-01-23
380,102,Delhi,277,8.89,2024-02-03
381,104,Mumbai,258,31.47,2024-01-31
382,101,Mumbai,342,32.01,2024-03-12
383,105,Bangalore,545,44.91,2024-03-04
384,104,Mumbai,598,7.16,2024-01-27
385,104,Delhi,278,6.28,2024-02-29
386,104,Chennai,330,40.53,2024-03-28
387,101,Bangalore,169,41.56,2024-03-10
388,102,Hyderabad,435,40.86,2024-01-07
389,101,Chennai,293,10.79,2024-01-15
390,105,Hyderabad,593,12.01,2024-02-15
391,103,Delhi,344,21.69,2024-02-19
392,104,Chennai,470,14.88,2024-01-11
393,105,Hyderabad,505,21.95,2024-03-06
394,105,Bangalore,519,8.5,2024-01-09
395,104,Chennai,567,10.85,2024-03-23
396,103,Hyderabad,520,20.22,2024-01-10
397,104,Bangalore,92,27.79,2024-03-21
398,104,Bangalore,398,41.47,2024-01-13
399,101,Bangalore,489,3.77,2024-03-17
400,105,Delhi,299,24.02,2024-03-25
401,101,Delhi,206,38.02,2024-02-26
402,101,Chennai,248,27.99,2024-01-24
403,101,Mumbai,568,40.32,2024-02-05
404,105,Hyderabad,341,31.05,2024-01-15
405,101,Hyderabad,126,21.15,2024-02-14
406,105,Mumbai,594,5.29,2024-03-21
407,102,Bangalore,442,15.29,2024-03-11
408,105,Bangalore,444,4.11,2024-02-10
409,102,Chennai,133,36.32,2024-03-24
410,103,Bangalore,386,5.22,2024-02-07
411,101,Mumbai,577,17.09,2024-02-13
412,103,Chennai,307,32.17,2024-03-26
413,105,Chennai,521,11.11,2024-03-06
414,101,Chennai,227,33.7,2024-03-30
415,102,Mumbai,285,8.02,2024-01-31
416,103,Bangalore,583,27.14,2024-03-02
417,105,Chennai,96,23.28,2024-01-13
418,104,Chennai,252,39.15,2024-03-30
419,103,Chennai,204,36.8,2024-02-14
420,105,Chennai,363,42.55,2024-02-24
421,101,Hyderabad,320,29.32,2024-03-16
422,104,Hyderabad,139,29.16,2024-01-30
423,103,Chennai,93,14.8,2024-01-06
424,105,Bangalore,351,42.22,2024-03-11
425,104,Chennai,327,6.35,2024-01-03
426,105,Chennai,571,31.47,2024-03-17
427,102,Hyderabad,455,18.52,2024-01-27
428,102,Mumbai,121,6.39,2024-03-14
429,104,Bangalore,356,19.4,2024-03-05
430,104,Chennai,181,22.19,2024-03-07
431,104,Hyderabad,338,44.12,2024-03-07
432,103,Delhi,428,35.96,2024-03-02
433,101,Delhi,412,13.77,2024-01-25
434,104,Hyderabad,233,24.78,2024-02-09
435,104,Mumbai,592,4.57,2024-03-27
436,102,Hyderabad,225,18.14,2024-03-23
437,105,Delhi,336,16.91,2024-02-04
438,101,Chennai,347,15.3,2024-01-12
439,102,Delhi,402,27.38,2024-03-27
440,102,Chennai,428,41.59,2024-01-16
441,105,Mumbai,146,20.82,2024-01-07
442,105,Chennai,455,1.87,2024-01-21
443,101,Mumbai,593,19.66,2024-02-22
444,105,Hyderabad,255,37.69,2024-02-28
445,104,Delhi,231,28.54,2024-03-30
446,101,Chennai,219,32.83,2024-01-11
447,103,Bangalore,563,31.66,2024-03-24
448,103,Hyderabad,423,39.28,2024-03-03
449,105,Mumbai,296,26.52,2024-03-20
450,102,Delhi,564,33.7,2024-02-01
451,105,Delhi,293,21.3,2024-02-26
452,103,Chennai,229,13.42,2024-02-11
453,103,Hyderabad,94,42.29,2024-01-30
454,101,Chennai,181,21.66,2024-02-21
455,103,Mumbai,404,16.59,2024-01-01
456,105,Chennai,356,21.18,2024-01-10
457,105,Hyderabad,520,32.39,2024-03-17
458,104,Chennai,143,18.42,2024-02-25
459,101,Mumbai,509,34.8,2024-01-02
460,103,Hyderabad,318,26.57,2024-03-18
461,104,Mumbai,484,33.57,2024-01-17
462,105,Mumbai,95,14.86,2024-01-04
463,103,Mumbai,337,9.23,2024-03-03
464,104,Mumbai,135,36.29,2024-01-31
465,105,Hyderabad,137,40.88,2024-02-10
466,103,Chennai,427,28.24,2024-01-21
467,103,Mumbai,295,21.51,2024-03-09
468,103,Delhi,295,23.75,2024-03-10
469,104,Delhi,531,3.19,2024-02-29
470,102,Hyderabad,108,24.13,2024-03-22
471,105,Mumbai,371,27.64,2024-03-21
472,103,Hyderabad,282,16.41,2024-01-05
473,104,Bangalore,306,39.53,2024-01-23
474,104,Chennai,152,38.7,2024-02-09
475,104,Mumbai,494,28.77,2024-03-09
476,103,Chennai,93,13.23,2024-03-21
477,104,Bangalore,215,17.27,2024-02-02
478,101,Chennai,244,33.15,2024-01-17
479,101,Bangalore,307,41.75,2024-03-19
480,105,Hyderabad,164,1.91,2024-03-26
481,105,Delhi,150,2.11,2024-02-27
482,102,Hyderabad,429,44.11,2024-03-30
483,101,Mumbai,205,2.96,2024-01-16
484,101,Bangalore,196,11.1,2024-03-26
485,104,Mumbai,199,2.77,2024-02-16
486,104,Delhi,564,3.25,2024-01-03
487,105,Bangalore,326,40.38,2024-03-07
488,105,Chennai,103,5.39,2024-02-26
489,105,Delhi,97,21.72,2024-01-10
490,104,Mumbai,238,38.36,2024-02-15
491,104,Mumbai,367,12.91,2024-01-21
492,103,Delhi,396,9.21,2024-03-23
493,105,Mumbai,181,20.7,2024-02-24
494,102,Mumbai,211,7.87,2024-02-09
495,101,Mumbai,312,8.05,2024-01-11
496,102,Delhi,165,21.49,2024-02-05
497,104,Delhi,111,5.67,2024-02-08
498,105,Hyderabad,420,40.96,2024-03-14
499,103,Mumbai,484,16.15,2024-03-21
500,102,Bangalore,177,29.02,2024-01-07
501,105,Hyderabad,183,17.31,2024-01-14
502,102,Bangalore,144,24.88,2024-02-12
503,101,Mumbai,322,29.69,2024-01-23
504,104,Mumbai,595,10.24,2024-01-22
505,105,Mumbai,513,13.75,2024-03-17
506,103,Mumbai,487,38.44,2024-02-25
507,105,Mumbai,131,35.24,2024-02-04
508,105,Hyderabad,357,2.0,2024-01-27
509,101,Mumbai,127,28.08,2024-03-06
510,101,Mumbai,256,18.68,2024-03-10
511,101,Bangalore,94,19.84,2024-02-03
512,105,Chennai,316,31.59,2024-01-21
513,101,Chennai,518,1.82,2024-03-13
514,103,Delhi,243,34.28,2024-02-07
515,105,Delhi,279,36.97,2024-03-14
516,105,Hyderabad,382,5.57,2024-01-18
517,104,Delhi,320,23.55,2024-03-15
518,103,Hyderabad,500,10.24,2024-01-04
519,105,Chennai,494,44.85,2024-02-18
520,104,Mumbai,147,43.73,2024-03-20
521,104,Mumbai,532,11.43,2024-01-06
522,102,Chennai,321,10.78,2024-01-18
523,102,Chennai,130,15.7,2024-01-12
524,105,Chennai,95,38.84,2024-02-21
525,105,Mumbai,587,20.74,2024-01-20
526,102,Delhi,436,25.85,2024-02-06
527,102,Chennai,284,5.52,2024-01-22
528,101,Bangalore,354,7.75,2024-03-27
529,102,Mumbai,326,34.49,2024-01-19
530,102,Bangalore,368,32.65,2024-03-01
531,103,Bangalore,547,10.99,2024-01-24
532,104,Hyderabad,491,16.28,2024-02-11
533,102,Mumbai,112,8.73,2024-03-19
534,102,Chennai,539,37.23,2024-01-12
535,102,Delhi,408,10.56,2024-03-07
536,104,Chennai,483,36.82,2024-01-18
537,104,Hyderabad,508,31.1,2024-02-12
538,105,Chennai,478,32.88,2024-03-11
539,104,Bangalore,349,22.92,2024-01-24
540,104,Bangalore,244,25.2,2024-01-12
541,104,Bangalore,529,36.74,2024-03-02
542,101,Chennai,331,41.47,2024-02-05
543,104,Delhi,129,5.46,2024-02-15
544,105,Mumbai,166,26.23,2024-03-05
545,102,Mumbai,104,3.86,2024-01-01
546,105,Chennai,251,2.39,2024-01-15
547,103,Delhi,449,36.02,2024-01-20
548,101,Delhi,280,25.49,2024-01-11
549,101,Bangalore,469,5.68,2024-03-21
550,105,Hyderabad,568,9.2,2024-03-26
551,101,Mumbai,220,10.71,2024-02-18
552,105,Bangalore,145,30.57,2024-02-08
553,102,Chennai,213,21.33,2024-03-22
554,105,Hyderabad,398,29.08,2024-01-18
555,103,Hyderabad,201,11.76,2024-03-24
556,102,Delhi,589,25.04,2024-01-24
557,103,Chennai,122,32.99,2024-01-07
558,101,Chennai,512,36.53,2024-03-10
559,105,Chennai,463,10.85,2024-03-25
560,101,Chennai,279,5.71,2024-03-27
561,105,Hyderabad,145,13.65,2024-02-07
562,104,Bangalore,498,31.48,2024-02-11
563,104,Mumbai,444,24.3,2024-02-01
564,104,Chennai,115,25.24,2024-02-04
565,104,Delhi,452,37.12,2024-01-25
566,101,Hyderabad,510,30.08,2024-01-07
567,102,Hyderabad,305,36.19,2024-01-28
568,101,Delhi,362,35.54,2024-03-30
569,104,Chennai,566,19.51,2024-02-15
570,102,Delhi,425,43.86,2024-03-02
571,101,Chennai,534,18.99,2024-01-04
572,103,Mumbai,592,21.49,2024-02-13
573,104,Hyderabad,425,3.54,2024-02-24
574,103,Delhi,513,19.68,2024-02-07
575,103,Mumbai,270,28.28,2024-02-04
576,103,Bangalore,539,25.86,2024-02-07
577,102,Delhi,250,22.32,2024-01-10
578,102,Mumbai,189,35.44,2024-02-20
579,102,Delhi,270,32.48,2024-01-15
580,103,Bangalore,439,28.2,2024-01-28
581,104,Chennai,158,43.77,2024-03-08
582,101,Chennai,499,14.74,2024-02-16
583,104,Hyderabad,245,15.84,2024-03-03
584,101,Chennai,474,6.79,2024-02-02
585,105,Chennai,192,8.19,2024-02-09
586,104,Chennai,455,8.93,2024-03-21
587,105,Chennai,220,12.17,2024-01-19
588,105,Bangalore,182,28.59,2024-01-12
589,105,Chennai,169,29.58,2024-02-08
590,105,Bangalore,587,9.73,2024-01-10
591,105,Mumbai,360,2.0,2024-03-18
592,104,Chennai,544,22.24,2024-03-17
593,103,Hyderabad,403,12.19,2024-01-25
594,103,Hyderabad,217,17.36,2024-03-22
595,105,Chennai,209,36.02,2024-01-26
596,102,Bangalore,468,33.12,2024-03-23
597,102,Chennai,226,5.15,2024-03-22
598,101,Chennai,305,35.77,2024-03-02
599,103,Chennai,561,1.96,2024-01-29
600,104,Bangalore,383,39.54,2024-02-28
601,103,Hyderabad,254,40.37,2024-03-06
602,104,Mumbai,377,23.9,2024-01-23
603,105,Chennai,585,15.79,2024-02-24
604,104,Hyderabad,484,44.9,2024-02-03
605,101,Hyderabad,540,34.87,2024-01-03
606,104,Bangalore,110,27.92,2024-03-04
607,105,Bangalore,495,7.36,2024-02-14
608,104,Delhi,406,25.65,2024-01-18
609,104,Bangalore,85,19.67,2024-03-29
610,101,Delhi,377,23.6,2024-03-16
611,104,Chennai,593,22.77,2024-02-26
